Part Number;Product Image;Description;Voltage;Capacitance;Dielectric;Lead Spacing(mm/inch);Lead Style;Packaging;Image path;Datasheet part;3d model part
715C40KTD10M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;40000 (27000 RMS);1000;N4700;NA;NA;Individual;image/capacitors22210.png;capacitors\715C40KTD10M4\715C40KTD10M4.pdf;None
715C40KTD10M5;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;40000 (27000 RMS);1000;N4700;NA;NA;Individual;image/capacitors22210.png;capacitors\715C40KTD10M5\715C40KTD10M5.pdf;None
715C40KTD13;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;40000 (27000 RMS);1300;N4700;NA;NA;Individual;image/capacitors22210.png;capacitors\715C40KTD13\715C40KTD13.pdf;None
715C40KTD13M5;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;40000 (27000 RMS);1300;N4700;NA;NA;Individual;image/capacitors22210.png;capacitors\715C40KTD13M5\715C40KTD13M5.pdf;None
715C40KTD15;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;40000 (27000 RMS);1500;N4700;NA;NA;Individual;image/capacitors22210.png;capacitors\715C40KTD15\715C40KTD15.pdf;None
715C40KTD15M5;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;40000 (27000 RMS);1500;N4700;NA;NA;Individual;image/capacitors22210.png;capacitors\715C40KTD15M5\715C40KTD15M5.pdf;None
715C40KTD20;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;40000 (27000 RMS);2000;N4700;NA;NA;Individual;image/capacitors22210.png;capacitors\715C40KTD20\715C40KTD20.pdf;None
715C40KTD20M5;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;40000 (27000 RMS);2000;N4700;NA;NA;Individual;image/capacitors22210.png;capacitors\715C40KTD20M5\715C40KTD20M5.pdf;None
715C40KTT10;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;40000 (27000 RMS);100;N4700;NA;NA;Individual;image/capacitors22210.png;capacitors\715C40KTT10\715C40KTT10.pdf;None
715C40KTT10M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;40000 (27000 RMS);100;N4700;NA;NA;Individual;image/capacitors22210.png;capacitors\715C40KTT10M4\715C40KTT10M4.pdf;None
715C40KTT14;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;40000 (27000 RMS);140;N4700;NA;NA;Individual;image/capacitors22210.png;capacitors\715C40KTT14\715C40KTT14.pdf;None
715C40KTT14M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;40000 (27000 RMS);140;N4700;NA;NA;Individual;image/capacitors22210.png;capacitors\715C40KTT14M4\715C40KTT14M4.pdf;None
715C40KTT20;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;40000 (27000 RMS);200;N4700;NA;NA;Individual;image/capacitors22210.png;capacitors\715C40KTT20\715C40KTT20.pdf;None
715C40KTT20M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;40000 (27000 RMS);200;N4700;NA;NA;Individual;image/capacitors22210.png;capacitors\715C40KTT20M4\715C40KTT20M4.pdf;None
715C40KTT30;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;40000 (27000 RMS);300;N4700;NA;NA;Individual;image/capacitors22210.png;capacitors\715C40KTT30\715C40KTT30.pdf;None
715C40KTT30M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;40000 (27000 RMS);300;N4700;NA;NA;Individual;image/capacitors22210.png;capacitors\715C40KTT30M4\715C40KTT30M4.pdf;None
715C40KTT30M5;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;40000 (27000 RMS);300;N4700;NA;NA;Individual;image/capacitors22210.png;capacitors\715C40KTT30M5\715C40KTT30M5.pdf;None
715C40KTT40;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;40000 (27000 RMS);400;N4700;NA;NA;Individual;image/capacitors22210.png;capacitors\715C40KTT40\715C40KTT40.pdf;None
715C40KTT40M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;40000 (27000 RMS);400;N4700;NA;NA;Individual;image/capacitors22210.png;capacitors\715C40KTT40M4\715C40KTT40M4.pdf;None
715C40KTT40M5;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;40000 (27000 RMS);400;N4700;NA;NA;Individual;image/capacitors22210.png;capacitors\715C40KTT40M5\715C40KTT40M5.pdf;None
715C40KTT44;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;40000 (27000 RMS);440;N4700;NA;NA;Individual;image/capacitors22210.png;capacitors\715C40KTT44\715C40KTT44.pdf;None
715C40KTT44M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;40000 (27000 RMS);440;N4700;NA;NA;Individual;image/capacitors22210.png;capacitors\715C40KTT44M4\715C40KTT44M4.pdf;None
715C40KTT44M5;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;40000 (27000 RMS);440;N4700;NA;NA;Individual;image/capacitors22210.png;capacitors\715C40KTT44M5\715C40KTT44M5.pdf;None
715C40KTT56;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;40000 (27000 RMS);560;N4700;NA;NA;Individual;image/capacitors22210.png;capacitors\715C40KTT56\715C40KTT56.pdf;None
715C40KTT56M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;40000 (27000 RMS);560;N4700;NA;NA;Individual;image/capacitors22210.png;capacitors\715C40KTT56M4\715C40KTT56M4.pdf;None
715C40KTT56M5;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;40000 (27000 RMS);560;N4700;NA;NA;Individual;image/capacitors22210.png;capacitors\715C40KTT56M5\715C40KTT56M5.pdf;None
715C40KTT70;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;40000 (27000 RMS);700;N4700;NA;NA;Individual;image/capacitors22210.png;capacitors\715C40KTT70\715C40KTT70.pdf;None
715C40KTT70M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;40000 (27000 RMS);700;N4700;NA;NA;Individual;image/capacitors22210.png;capacitors\715C40KTT70M4\715C40KTT70M4.pdf;None
715C40KTT70M5;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;40000 (27000 RMS);700;N4700;NA;NA;Individual;image/capacitors22210.png;capacitors\715C40KTT70M5\715C40KTT70M5.pdf;None
715C40KTT85;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;40000 (27000 RMS);850;N4700;NA;NA;Individual;image/capacitors22210.png;capacitors\715C40KTT85\715C40KTT85.pdf;None
715C40KTT85M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;40000 (27000 RMS);850;N4700;NA;NA;Individual;image/capacitors22210.png;capacitors\715C40KTT85M4\715C40KTT85M4.pdf;None
715C40KTT85M5;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;40000 (27000 RMS);850;N4700;NA;NA;Individual;image/capacitors22210.png;capacitors\715C40KTT85M5\715C40KTT85M5.pdf;None
715C50KTD10;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;50000 (34000 RMS);1000;N4700;NA;NA;Individual;image/capacitors22210.png;capacitors\715C50KTD10\715C50KTD10.pdf;None
715C50KTD10M5;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;50000 (34000 RMS);1000;N4700;NA;NA;Individual;image/capacitors22210.png;capacitors\715C50KTD10M5\715C50KTD10M5.pdf;None
715C50KTD13;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;50000 (34000 RMS);1300;N4700;NA;NA;Individual;image/capacitors22210.png;capacitors\715C50KTD13\715C50KTD13.pdf;None
715C50KTD13M5;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;50000 (34000 RMS);1300;N4700;NA;NA;Individual;image/capacitors22210.png;capacitors\715C50KTD13M5\715C50KTD13M5.pdf;None
715C50KTD15;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;50000 (34000 RMS);1500;N4700;NA;NA;Individual;image/capacitors22210.png;capacitors\715C50KTD15\715C50KTD15.pdf;None
715C50KTD15M5;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;50000 (34000 RMS);1500;N4700;NA;NA;Individual;image/capacitors22210.png;capacitors\715C50KTD15M5\715C50KTD15M5.pdf;None
715C50KTD17;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;50000 (34000 RMS);1700;N4700;NA;NA;Individual;image/capacitors22210.png;capacitors\715C50KTD17\715C50KTD17.pdf;None
715C50KTD17M5;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;50000 (34000 RMS);1700;N4700;NA;NA;Individual;image/capacitors22210.png;capacitors\715C50KTD17M5\715C50KTD17M5.pdf;None
715C50KTT10;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;50000 (34000 RMS);100;N4700;NA;NA;Individual;image/capacitors22210.png;capacitors\715C50KTT10\715C50KTT10.pdf;None
715C50KTT10M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;50000 (34000 RMS);100;N4700;NA;NA;Individual;image/capacitors22210.png;capacitors\715C50KTT10M4\715C50KTT10M4.pdf;None
715C50KTT15;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;50000 (34000 RMS);150;N4700;NA;NA;Individual;image/capacitors22210.png;capacitors\715C50KTT15\715C50KTT15.pdf;None
715C50KTT15M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;50000 (34000 RMS);150;N4700;NA;NA;Individual;image/capacitors22210.png;capacitors\715C50KTT15M4\715C50KTT15M4.pdf;None
715C50KTT20;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;50000 (34000 RMS);200;N4700;NA;NA;Individual;image/capacitors22210.png;capacitors\715C50KTT20\715C50KTT20.pdf;None
715C50KTT20M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;50000 (34000 RMS);200;N4700;NA;NA;Individual;image/capacitors22210.png;capacitors\715C50KTT20M4\715C50KTT20M4.pdf;None
715C50KTT33;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;50000 (34000 RMS);330;N4700;NA;NA;Individual;image/capacitors22210.png;capacitors\715C50KTT33\715C50KTT33.pdf;None
715C50KTT33M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;50000 (34000 RMS);330;N4700;NA;NA;Individual;image/capacitors22210.png;capacitors\715C50KTT33M4\715C50KTT33M4.pdf;None
715C50KTT40;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;50000 (34000 RMS);400;N4700;NA;NA;Individual;image/capacitors22210.png;capacitors\715C50KTT40\715C50KTT40.pdf;None
715C50KTT40M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;50000 (34000 RMS);400;N4700;NA;NA;Individual;image/capacitors22210.png;capacitors\715C50KTT40M4\715C50KTT40M4.pdf;None
715C50KTT40M5;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;50000 (34000 RMS);400;N4700;NA;NA;Individual;image/capacitors22210.png;capacitors\715C50KTT40M5\715C50KTT40M5.pdf;None
715C50KTT47;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;50000 (34000 RMS);470;N4700;NA;NA;Individual;image/capacitors22210.png;capacitors\715C50KTT47\715C50KTT47.pdf;None
715C50KTT47M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;50000 (34000 RMS);470;N4700;NA;NA;Individual;image/capacitors22210.png;capacitors\715C50KTT47M4\715C50KTT47M4.pdf;None
715C50KTT47M5;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;50000 (34000 RMS);470;N4700;NA;NA;Individual;image/capacitors22210.png;capacitors\715C50KTT47M5\715C50KTT47M5.pdf;None
715C50KTT56;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;50000 (34000 RMS);560;N4700;NA;NA;Individual;image/capacitors22210.png;capacitors\715C50KTT56\715C50KTT56.pdf;None
715C50KTT56M4;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;50000 (34000 RMS);560;N4700;NA;NA;Individual;image/capacitors22210.png;capacitors\715C50KTT56M4\715C50KTT56M4.pdf;None
715C50KTT56M5;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;50000 (34000 RMS);560;N4700;NA;NA;Individual;image/capacitors22210.png;capacitors\715C50KTT56M5\715C50KTT56M5.pdf;None
715C50KTT70;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;50000 (34000 RMS);700;N4700;NA;NA;Individual;image/capacitors22210.png;capacitors\715C50KTT70\715C50KTT70.pdf;None
715C50KTT70M5;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;50000 (34000 RMS);700;N4700;NA;NA;Individual;image/capacitors22210.png;capacitors\715C50KTT70M5\715C50KTT70M5.pdf;None
715C50KTT85;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;50000 (34000 RMS);850;N4700;NA;NA;Individual;image/capacitors22210.png;capacitors\715C50KTT85\715C50KTT85.pdf;None
715C50KTT85M5;Enlarge;High Voltage Class 1 Ceramic AC and DC Disc Capacitors, 10 kVDC to 50 kVDC / 7 kVAC to 34 kVAC, Screw Terminal Mounting;50000 (34000 RMS);850;N4700;NA;NA;Individual;image/capacitors22210.png;capacitors\715C50KTT85M5\715C50KTT85M5.pdf;None
HR0030VR50238BB1;Enlarge;High Voltage Ring Style Capacitors, Class 1 and Class 2 Ceramic;2800;5000;R6000;NA;NA;Individual;image/capacitors22162.png;capacitors\HR0030VR50238BB1\HR0030VR50238BB1.pdf;None
HR0030VR50291BB1;Enlarge;High Voltage Ring Style Capacitors, Class 1 and Class 2 Ceramic;2800;5000;R6000;NA;NA;Individual;image/capacitors22162.png;capacitors\HR0030VR50291BB1\HR0030VR50291BB1.pdf;None
HR0030VR50291BB2;Enlarge;High Voltage Ring Style Capacitors, Class 1 and Class 2 Ceramic;2800;5000;R6000;NA;NA;Individual;image/capacitors22162.png;capacitors\HR0030VR50291BB2\HR0030VR50291BB2.pdf;None
HR0030VT15238AX1;Enlarge;High Voltage Ring Style Capacitors, Class 1 and Class 2 Ceramic;3500;1500;R2000H;NA;NA;Individual;image/capacitors22162.png;capacitors\HR0030VT15238AX1\HR0030VT15238AX1.pdf;None
HR0030VW25291BB1;Enlarge;High Voltage Ring Style Capacitors, Class 1 and Class 2 Ceramic;5600;2500;R6000;NA;NA;Individual;image/capacitors22162.png;capacitors\HR0030VW25291BB1\HR0030VW25291BB1.pdf;None
HR0035BB50291BA1;Enlarge;High Voltage Ring Style Capacitors, Class 1 and Class 2 Ceramic;2000;5000;R4000;NA;NA;Individual;image/capacitors22162.png;capacitors\HR0035BB50291BA1\HR0035BB50291BA1.pdf;None
HR0035VT10138BJ1;Enlarge;High Voltage Ring Style Capacitors, Class 1 and Class 2 Ceramic;3500;100;R85;NA;NA;Individual;image/capacitors22162.png;capacitors\HR0035VT10138BJ1\HR0035VT10138BJ1.pdf;None
HRZ030VR50291BB1;Enlarge;High Voltage Ring Style Capacitors, Class 1 and Class 2 Ceramic;2800;5000;R6000;NA;NA;Individual;image/capacitors22162.png;capacitors\HRZ030VR50291BB1\HRZ030VR50291BB1.pdf;None
RHK1N4038BHZJH6049;Enlarge;High Voltage Ceramic Capacitor Multiplier Sets With Leads, Class 2 Ceramic;10000;1400;Y5S;NA;NA;Bulk;image/capacitors22169.png;capacitors\RHK1N4038BHZJH6049\RHK1N4038BHZJH6049.pdf;None
RHK1N4038BHZJU6078;Enlarge;High Voltage Ceramic Capacitor Multiplier Sets With Leads, Class 2 Ceramic;10000;1400;Y5S;NA;NA;Bulk;image/capacitors22169.png;capacitors\RHK1N4038BHZJU6078\RHK1N4038BHZJU6078.pdf;None
RHK290PA2BPZGS5970;Enlarge;High Voltage Ceramic Capacitor Multiplier Sets With Leads, Class 2 Ceramic;8000;290;X7R;NA;NA;Bulk;image/capacitors22169.png;capacitors\RHK290PA2BPZGS5970\RHK290PA2BPZGS5970.pdf;None
RHS1N3049BTZBY4644;Enlarge;High Voltage Ceramic Capacitor Stacks, with Solder Tags, Class 2 Ceramic;19000;1300;R4000;NA;NA;Bulk;image/capacitors22017.png;capacitors\RHS1N3049BTZBY4644\RHS1N3049BTZBY4644.pdf;None
RHS1N3096BTZGY5998;Enlarge;High Voltage Ceramic Capacitor Stacks, with Solder Tags, Class 2 Ceramic;19000;1300;R4000;NA;NA;Bulk;image/capacitors22017.png;capacitors\RHS1N3096BTZGY5998\RHS1N3096BTZGY5998.pdf;None
RHS250P36BPZAN5844;Enlarge;High Voltage Ceramic Capacitor Stacks, With Leads, Class 2 Ceramic;8000;250;R2000;NA;NA;Bulk;image/capacitors22033.png;capacitors\RHS250P36BPZAN5844\RHS250P36BPZAN5844.pdf;None
RHS250P36BPZAN5865;Enlarge;High Voltage Ceramic Capacitor Stacks, With Leads, Class 2 Ceramic;8000;250;R2000;NA;NA;Bulk;image/capacitors22033.png;capacitors\RHS250P36BPZAN5865\RHS250P36BPZAN5865.pdf;None
RHS250P38BHZEH5767;Enlarge;High Voltage Ceramic Capacitor Stacks, With Leads, Class 2 Ceramic;10000;250;R2005;NA;NA;Bulk;image/capacitors22033.png;capacitors\RHS250P38BHZEH5767\RHS250P38BHZEH5767.pdf;None
RHS250P64BPZER5780;Enlarge;High Voltage Ceramic Capacitor Stacks, With Leads, Class 2 Ceramic;8000;250;X7R;NA;NA;Bulk;image/capacitors22033.png;capacitors\RHS250P64BPZER5780\RHS250P64BPZER5780.pdf;None
RHS250P64BPZET5781;Enlarge;High Voltage Ceramic Capacitor Stacks, With Leads, Class 2 Ceramic;8000;250;X7R;NA;NA;Bulk;image/capacitors22033.png;capacitors\RHS250P64BPZET5781\RHS250P64BPZET5781.pdf;None
RHS250P64BPZEV5782;Enlarge;High Voltage Ceramic Capacitor Stacks, With Leads, Class 2 Ceramic;8000;250;X7R;NA;NA;Bulk;image/capacitors22033.png;capacitors\RHS250P64BPZEV5782\RHS250P64BPZEV5782.pdf;None
RHS250P73BPZBF4962;Enlarge;High Voltage Ceramic Capacitor Stacks, With Leads, Class 2 Ceramic;8000;250;R2005;NA;NA;Bulk;image/capacitors22033.png;capacitors\RHS250P73BPZBF4962\RHS250P73BPZBF4962.pdf;None
RHS250P73BPZES5780;Enlarge;High Voltage Ceramic Capacitor Stacks, With Leads, Class 2 Ceramic;8000;250;X7R;NA;NA;Bulk;image/capacitors22033.png;capacitors\RHS250P73BPZES5780\RHS250P73BPZES5780.pdf;None
RHS250P73BPZEU5781;Enlarge;High Voltage Ceramic Capacitor Stacks, With Leads, Class 2 Ceramic;8000;250;X7R;NA;NA;Bulk;image/capacitors22033.png;capacitors\RHS250P73BPZEU5781\RHS250P73BPZEU5781.pdf;None
RHS250P73BPZEW5782;Enlarge;High Voltage Ceramic Capacitor Stacks, With Leads, Class 2 Ceramic;8000;250;X7R;NA;NA;Bulk;image/capacitors22033.png;capacitors\RHS250P73BPZEW5782\RHS250P73BPZEW5782.pdf;None
RHS280P64BPZCC5555;Enlarge;High Voltage Ceramic Capacitor Stacks, with Solder Tags, Class 2 Ceramic;8000;280;R2005;NA;NA;Bulk;image/capacitors22034.png;capacitors\RHS280P64BPZCC5555\RHS280P64BPZCC5555.pdf;None
RHS280P64BPZCD5568;Enlarge;High Voltage Ceramic Capacitor Stacks, with Solder Tags, Class 2 Ceramic;8000;280;R2005;NA;NA;Bulk;image/capacitors22034.png;capacitors\RHS280P64BPZCD5568\RHS280P64BPZCD5568.pdf;None
RHS290PA2BHZJE6041;Enlarge;High Voltage Ceramic Capacitor Stacks, With Leads, Class 2 Ceramic;10000;290;X7R;NA;NA;Bulk;image/capacitors22033.png;capacitors\RHS290PA2BHZJE6041\RHS290PA2BHZJE6041.pdf;None
RHS290PA2BPZDB5700;Enlarge;High Voltage Ceramic Capacitor Stacks, With Leads, Class 2 Ceramic;8000;290;X7R;NA;NA;Bulk;image/capacitors22033.png;capacitors\RHS290PA2BPZDB5700\RHS290PA2BPZDB5700.pdf;None
RHS290PA2BPZEK5769;Enlarge;High Voltage Ceramic Capacitor Stacks, With Leads, Class 2 Ceramic;8000;290;X7R;NA;NA;Bulk;image/capacitors22033.png;capacitors\RHS290PA2BPZEK5769\RHS290PA2BPZEK5769.pdf;None
RHS290PA2BPZGQ5950;Enlarge;High Voltage Ceramic Capacitor Stacks, With Leads, Class 2 Ceramic;8000;290;X7R;NA;NA;Bulk;image/capacitors22033.png;capacitors\RHS290PA2BPZGQ5950\RHS290PA2BPZGQ5950.pdf;None
RHS370P38BPZBA5618;Enlarge;High Voltage Ceramic Capacitor Stacks, with Solder Tags, Class 2 Ceramic;8000;370;R2005;NA;NA;Bulk;image/capacitors22034.png;capacitors\RHS370P38BPZBA5618\RHS370P38BPZBA5618.pdf;None
RHS50073PBRZAS5415;Enlarge;High Voltage Ceramic Capacitor Stacks, With Leads, Class 2 Ceramic;16000;500;R6000;NA;NA;Bulk;image/capacitors22033.png;capacitors\RHS50073PBRZAS5415\RHS50073PBRZAS5415.pdf;None
RHS500P38BPZEX5789;Enlarge;High Voltage Ceramic Capacitor Stacks, with Solder Tags, Class 2 Ceramic;8000;500;R2005;NA;NA;Bulk;image/capacitors22034.png;capacitors\RHS500P38BPZEX5789\RHS500P38BPZEX5789.pdf;None
RHS500P73BPZDL4961;Enlarge;High Voltage Ceramic Capacitor Stacks, with Solder Tags, Class 2 Ceramic;8000;500;R3000;NA;NA;Bulk;image/capacitors22034.png;capacitors\RHS500P73BPZDL4961\RHS500P73BPZDL4961.pdf;None
RHS500P73BRZAS5793;Enlarge;High Voltage Ceramic Capacitor Stacks, With Leads, Class 2 Ceramic;16000;500;R6000;NA;NA;Bulk;image/capacitors22033.png;capacitors\RHS500P73BRZAS5793\RHS500P73BRZAS5793.pdf;None
RHS500P73BRZAS5848;Enlarge;High Voltage Ceramic Capacitor Stacks, With Leads, Class 2 Ceramic;16000;500;R6000;NA;NA;Bulk;image/capacitors22033.png;capacitors\RHS500P73BRZAS5848\RHS500P73BRZAS5848.pdf;None
